OBJECTID,ASSETID,LIFECYCLESTATUS,SERVICEAREA,STATICPRESSURE,LATITUDE,LONGITUDE,NEIGHBORHOOD
5193,340172,AC,CE,80,39.1388374674637,-84.5419005751904,CAMP WASHINGTON
5194,336439,AC,WH,54,39.1628082692796,-84.627154842794,N/A
5195,330455,AC,EH,63,39.2150681771393,-84.4277286893159,N/A
5196,345207,AC,WH,78,39.1054359799272,-84.5574800990201,EAST PRICE HILL
5197,462309,AC,BR,54,39.2020696524258,-84.4071373806817,N/A
5198,408722,AC,MS,84,39.3579712699891,-84.3362967632249,N/A
5199,2107146,AC,BR,61,39.2433279484132,-84.3946346909018,N/A
5200,337477,AC,CE,47,39.1552753547276,-84.5550943187242,SOUTH CUMMINSVILLE
5201,452655,AC,WH,77,39.2268237987947,-84.5787123181969,N/A
5202,340473,AC,WH,81,39.1348895654299,-84.6460364541969,N/A
5203,341210,AC,EH,107,39.1335891646803,-84.4250214763935,MT. LOOKOUT
5204,373171,AC,MS,81,39.3382440217472,-84.3458321812886,N/A
5205,354304,AC,WH,63,39.2244140378227,-84.6100386518095,N/A
5206,329873,AC,BR,65,39.2199606091156,-84.3822662919215,N/A
5207,331450,AC,WH,180,39.2041745585581,-84.6581232197387,N/A
5208,332731,AC,BR,54,39.1990037357075,-84.4003990558514,N/A
5209,555697,AC,WH,136,39.1419829289177,-84.5661693404985,NORTH FAIRMOUNT
5210,329336,AC,BR,55,39.2249020967664,-84.3936406240877,N/A
5211,337609,AC,WH,100,39.1542659568832,-84.5599422480448,VILLAGES AT ROLL HILL
5212,322806,AC,WH,74,39.2833604029404,-84.5233570940641,N/A
5213,325753,AC,BR,94,39.256636384429,-84.3386387381288,N/A
5214,1408315,AC,MN,59,39.3584636158448,-84.3128417572876,N/A
5215,348973,AC,MW,90,39.060698400369,-84.3745272666857,N/A
5216,2014714,AC,EH,162,39.1197548179793,-84.5215594297887,CUF
5217,323051,AC,BR,55,39.284174357793,-84.3431452812217,N/A
5218,2079050,AC,WH,66,39.2152520347768,-84.5612384675205,N/A
5219,341656,AC,MW,197,39.1315289794872,-84.356992869647,N/A
5220,325709,AC,BR,119,39.257506268759,-84.3119773904231,N/A
5221,322359,AC,EH,112,39.2877908613148,-84.466345747777,N/A
5222,340035,AC,WH,93,39.1369907289612,-84.6890952646769,N/A
5223,347639,AC,CG,94,39.0855223997969,-84.3373978790836,N/A
5224,414284,AC,MN,55,39.356912450841,-84.3185710480031,N/A
5225,332120,AC,EH,60,39.2034574623421,-84.425536898817,N/A
5226,340800,AC,EH,74,39.1350780139348,-84.5182926203085,CUF
5227,344656,AC,WH,91,39.1068647250667,-84.6748321548192,N/A
5228,348779,AC,MW,62,39.0655798940648,-84.3609890307359,N/A
5229,331287,AC,WH,56,39.2072276589936,-84.560815943956,N/A
5230,329329,AC,WH,73,39.2215060156624,-84.5944189954821,N/A
5231,326316,AC,WH,103,39.2485867763387,-84.5401184248929,N/A
5232,336576,AC,WH,66,39.160762765086,-84.6714601328589,N/A
5233,329150,AC,BR,66,39.2267556424862,-84.3773747328882,N/A
5234,517969,AC,EH,145,39.161286493194,-84.4924589121711,N/A
5235,1980566,AC,EH,170,39.148551993043,-84.5328305642608,CLIFTON
5236,339858,AC,WH,86,39.1394518769693,-84.6090455378398,WESTWOOD
5237,2015728,AC,WH,85,39.2152707437265,-84.5751902088374,N/A
5238,349232,AC,CG,104,39.0522294901482,-84.3174354964729,N/A
5239,539209,AC,EH,134,39.1321651294265,-84.4299801356579,HYDE PARK
5240,376760,AC,MS,93,39.3754862587279,-84.3381029163173,N/A
5241,341445,AC,WH,89,39.1290532513454,-84.5896157279942,WESTWOOD
5242,477936,AC,ESR,47,39.1688784236036,-84.4181347986972,MADISONVILLE
5243,330938,AC,WH,65,39.2088399683082,-84.5939140475831,N/A
5244,328561,AC,WH,68,39.2273464199131,-84.6357716624615,N/A
5245,334781,AC,WH,77,39.1766893962814,-84.6574766871985,N/A
5246,481637,AC,WH,136,39.2085564768003,-84.6893142912323,N/A
5247,543779,AC,EH,69,39.1276459395581,-84.5009980454113,AVONDALE
5248,335819,AC,WH,83,39.1671621676748,-84.6628369170008,N/A
5249,337860,AC,WH,78,39.1509582299125,-84.6469340575769,N/A
5250,341444,AC,WH,107,39.1297505050888,-84.5505814413821,NORTH FAIRMOUNT
5251,334298,AC,EH,182,39.1849415868116,-84.489197561653,N/A
5252,377212,AC,MS,84,39.3447151788386,-84.346371188977,N/A
5253,331413,AC,WH,63,39.2057840274856,-84.5928056121363,N/A
5254,336214,AC,WH,53,39.164795625779,-84.6177276700274,N/A
5255,334672,AB,EH,124,39.1816852357305,-84.4441309405803,PLEASANT RIDGE
5256,337277,AC,WH,73,39.1555113500455,-84.6237825793442,N/A
5257,2229470,AC,BR,68,39.2494129646992,-84.3856492446994,N/A
5258,343358,AC,WH,81,39.1152109646293,-84.6591881708975,N/A
5259,328601,AC,WH,74,39.2279144493061,-84.5823804428109,N/A
5260,333151,AC,EH,130,39.1948848342412,-84.4462740376602,N/A
5261,339422,AB,EH,98,39.1441407147501,-84.4729636216654,EVANSTON
5262,377115,AC,MN,58,39.3670542653022,-84.2824520736973,N/A
5263,326133,AC,EH,121,39.2523586083837,-84.4155777861366,N/A
5264,545974,AC,EH,177,39.1595423448392,-84.4025686925245,MADISONVILLE
5265,1323808,AC,EH,89,39.1550486602157,-84.4813741812987,NORTH AVONDALE - PADDOCK HILLS
5266,484187,AC,BR,53,39.2334493496794,-84.3831928498312,N/A
5267,476940,AC,WH,89,39.2338108132772,-84.5029297636755,N/A
5268,2179335,AC,CE,88,39.0927762103503,-84.4276594835753,LINWOOD
5269,325696,AC,EH,107,39.2559696117685,-84.4130933127233,N/A
5270,1316736,AC,WH,101,39.182480770168,-84.5746861908867,N/A
5271,358788,AC,BR,60,39.2813996153566,-84.3388885098664,N/A
5272,336474,AB,CE,68,39.1638898676168,-84.5497722415849,NORTHSIDE
5273,322924,AC,BR,55,39.2851030115944,-84.3546823406527,N/A
5274,548173,AC,WH,69,39.1106676344794,-84.5719078168286,EAST PRICE HILL
5275,348837,AC,CG,105,39.0645673713064,-84.3504118245534,N/A
5276,331010,AB,EH,164,39.210341594057,-84.4795629454087,N/A
5277,338201,AC,WH,62,39.1484090208315,-84.6679328963966,N/A
5278,527353,AC,WH,70,39.2139561244223,-84.5186457903339,N/A
5279,323794,AC,WH,91,39.2719075672222,-84.5449148482946,N/A
5280,335097,AC,EH,150,39.1769760929228,-84.4720675304121,BOND HILL
5281,326202,AC,WH,92,39.2491998764603,-84.5681163294752,N/A
5282,321518,AC,EH,151,39.2952938872542,-84.4509828171605,N/A
5283,325107,AC,WH,73,39.2587036631578,-84.5818363640244,N/A
5284,551736,AC,EH,121,39.2506481163919,-84.4648301888712,N/A
5285,322696,AC,BR,62,39.2873562808775,-84.332164534582,N/A
5286,329895,AB,WH,83,39.2170806180663,-84.542478165358,N/A
5287,470056,AC,MW,99,39.0771500503321,-84.3774893150135,N/A
5288,322400,AC,BR,56,39.2896058684319,-84.3399869596719,N/A
5289,331805,AC,BR,78,39.2067819961869,-84.359449831799,N/A
5290,2154817,AC,WH,109,39.235240954422,-84.575516227035,N/A
5291,506859,AC,WH,130,39.1551529612187,-84.7180575429477,N/A
5292,391073,AC,WH,99,39.1932946592565,-84.6722516937721,N/A
5293,342669,AC,CE,82,39.1216720826636,-84.5379434717935,QUEENSGATE
5294,455829,AC,MN,55,39.3573757455253,-84.2846355585868,N/A
5295,514840,AC,MW,68,39.0638360046211,-84.3736409015632,N/A
5296,346928,AC,MW,112,39.0937236444792,-84.368789688336,N/A
5297,330670,AB,BR,64,39.2143003292096,-84.380364544793,N/A
5298,327078,AC,WH,104,39.2427651139386,-84.5238907262812,N/A
5299,336714,AB,EH,149,39.1625096179986,-84.4934920362994,N/A
5300,451392,AC,WH,158,39.2978123137468,-84.593380776107,N/A
5301,335929,AC,EH,141,39.1697532763291,-84.4603009391566,BOND HILL
5302,1317402,AC,WH,88,39.2261571070968,-84.5094291350115,N/A
5303,1423798,AC,BR,74,39.2237628348491,-84.3719069130023,N/A
5304,343356,AC,WH,76,39.1153222270199,-84.6536760913059,N/A
5305,327958,AB,WH,110,39.2342392262075,-84.5717332146955,N/A
5306,562631,AC,EH,181,39.155467831755,-84.5034233920689,AVONDALE
5307,345740,AC,WH,67,39.1009714221117,-84.6104021590378,N/A
5308,325495,AC,BR,84,39.2589994411348,-84.3403494456056,N/A
5309,346588,AC,WH,77,39.0934085817557,-84.6194161394042,N/A
5310,324293,AC,EH,101,39.2679317336427,-84.4969630282368,N/A
5311,324815,AC,BR,103,39.2660639475446,-84.3158061644915,N/A
5312,329928,AC,WH,114,39.2154199968621,-84.6244849433406,N/A
5313,1323656,AC,EH,102,39.1524683674357,-84.4844529916902,AVONDALE
5314,2069252,AC,WH,58,39.1978798686344,-84.6076103289637,N/A
5315,527013,AC,CR,90,39.2647219314951,-84.7748983837205,N/A
5316,338260,AC,WH,73,39.1487560644479,-84.6325924411213,N/A
5317,348180,AC,MW,90,39.0768893967773,-84.3582573642356,N/A
5318,2247093,AC,WH,96,39.1009116149318,-84.5679360725121,EAST PRICE HILL
5319,506241,AC,EH,200,39.1163996052277,-84.4377014965562,EAST END
5320,346014,AC,MW,136,39.1028055559944,-84.3799398968417,MT. WASHINGTON
5321,475178,AC,WH,88,39.0972494048542,-84.6391891568263,N/A
5322,387284,AC,MS,114,39.3312811511919,-84.2900362143748,N/A
5323,333042,AC,EH,159,39.1955514706313,-84.4607838954274,ROSELAWN
5324,349035,AC,MW,84,39.0588916168716,-84.4072707475844,N/A
5325,554076,AC,WH,66,39.2049618299963,-84.5166599800852,N/A
5326,376692,AC,MN,60,39.3797779826567,-84.3197618345107,N/A
5327,458015,AC,WH,69,39.2904704112005,-84.5434524315198,N/A
5328,2263256,AC,WH,62,39.1968373150469,-84.5421879046604,COLLEGE HILL
5329,371294,AC,EH,149,39.1456649485816,-84.3577887720377,N/A
5330,376955,AC,MN,78,39.3680493030471,-84.2778303226077,N/A
5331,328060,AB,WH,73,39.2328887769698,-84.5837201445344,N/A
5332,327001,AC,WH,83,39.2421388548571,-84.5883851136884,N/A
5333,323340,AC,EH,147,39.2792964945816,-84.4068548659906,N/A
5334,323843,AC,WH,61,39.2709689085255,-84.5737896370631,N/A
5335,394093,AC,WH,117,39.1612123594722,-84.7174844462693,N/A
5336,331912,AC,BR,65,39.2052335229096,-84.4064526920848,N/A
5337,341424,AC,EH,63,39.1308717934945,-84.4944322105897,WALNUT HILLS
5338,328862,AC,WH,95,39.2263052862205,-84.5438202000628,N/A
5339,326600,AC,WH,107,39.2454211728149,-84.5737987179035,N/A
5340,348709,AC,MW,57,39.066776218423,-84.3759269653912,N/A
5341,324462,AC,EH,117,39.2678368281241,-84.4078754099078,N/A
5342,336272,AB,EH,181,39.1658288737503,-84.5342918576977,NORTHSIDE
5343,348084,AC,MW,136,39.0776938534826,-84.4098020044784,N/A
5344,345593,AC,MW,131,39.1062498622526,-84.3681425796243,N/A
5345,495857,AC,WH,113,39.1201858864444,-84.5875313664052,WEST PRICE HILL
5346,2010200,AC,BR,58,39.195732922993,-84.4055698282481,N/A
5347,466232,AC,MN,54,39.3727234280216,-84.3213012806855,N/A
5348,345461,AC,CE,70,39.1047653572384,-84.5053904323509,DOWNTOWN
5349,332560,AC,EH,48,39.1985835283728,-84.5089029413192,WINTON HILLS
5350,329338,AC,WH,83,39.2229817009192,-84.5077768034117,N/A
5351,357052,AC,WH,105,39.1630119370951,-84.6773014618201,N/A
5352,498954,AC,CG,62,39.088684195701,-84.312381572127,N/A
5353,343980,AC,CE,61,39.1138928140731,-84.5213478988859,WEST END
5354,322171,AC,WH,72,39.2884130239999,-84.5201392696057,N/A
5355,346914,AC,CG,77,39.0946978353643,-84.3170400598334,N/A
5356,332669,AC,WH,43,39.1966457531478,-84.5643235354306,COLLEGE HILL
5357,322705,AC,BR,53,39.2869736110428,-84.3511405185988,N/A
5358,347854,AC,MW,103,39.081751124714,-84.3868877291886,MT. WASHINGTON
5359,333611,AC,EH,115,39.1902981008591,-84.5204700533026,WINTON HILLS
5360,330856,AC,WH,68,39.2106401063222,-84.5225219977844,N/A
5361,336756,AC,WH,59,39.1598948402391,-84.6217299813028,N/A
5362,341254,AC,WH,73,39.1298592682887,-84.6210261701963,N/A
5363,343488,AC,EH,193,39.1183122290738,-84.438397042491,COLUMBIA TUSCULUM
5364,514228,AC,MN,78,39.363136849387,-84.3077626742639,N/A
5365,475854,AC,MN,86,39.3716226510364,-84.2854591238937,N/A
5366,336424,AB,EH,182,39.1644850457595,-84.5403919980658,NORTHSIDE
5367,569695,AC,WH,47,39.1875510375851,-84.6011043097224,N/A
5368,338157,AC,WH,75,39.149198439152,-84.641878781535,N/A
5369,344582,AC,CE,83,39.109598241624,-84.5478983844828,LOWER PRICE HILL
5370,322965,AC,WH,59,39.2816467704066,-84.5434075284539,N/A
5371,2207025,AC,WH,66,39.1195004143314,-84.6081635356583,N/A
5372,333901,AC,WH,94,39.1854440192786,-84.6602743995576,N/A
5373,344400,AB,CE,80,39.1107355243672,-84.5506775945007,LOWER PRICE HILL
5374,343968,AC,EH,94,39.1155921476563,-84.426537944181,COLUMBIA TUSCULUM
5375,327940,AC,BR,81,39.2380596521134,-84.3541953610387,N/A
5376,326778,AC,WH,85,39.2437812468909,-84.5818897172005,N/A
5377,347609,AC,WH,71,39.0811986134539,-84.614542922445,N/A
5378,2154709,AC,WH,101,39.2273853642472,-84.5729779082966,N/A
5379,336697,AC,WH,86,39.1589660676823,-84.7013491727656,N/A
5380,336002,AC,WH,125,39.1654511440148,-84.6689497979751,N/A
5381,520060,AC,MS,103,39.3396247956286,-84.2921512503249,N/A
5382,527115,AC,MN,67,39.3781909585057,-84.3158560229462,N/A
5383,572259,AC,CE,74,39.1629520303498,-84.5362746406007,NORTHSIDE
5384,391767,AC,WH,97,39.2247025912277,-84.5385629769638,N/A
5385,335584,AC,EH,107,39.1733685213772,-84.4417758943648,PLEASANT RIDGE
5386,368111,AC,WH,63,39.106420888794,-84.6210537547083,N/A
5387,345456,AC,MW,100,39.1072284666435,-84.359065708394,N/A
5388,336935,AC,WH,74,39.1586754493332,-84.5967734236185,WESTWOOD
5389,345891,AC,WH,81,39.0994983906731,-84.6313395622904,N/A
5390,323226,AC,CR,69,39.2756294223641,-84.6984433157643,N/A
5391,338148,AC,EH,131,39.1515773027164,-84.5117979480261,CLIFTON
5392,343793,AB,WH,72,39.1141689530934,-84.575674907694,EAST PRICE HILL
5393,330253,AC,WH,81,39.214759665877,-84.52578970842,N/A
5394,338961,AB,WH,66,39.1444004497176,-84.6103980767962,WESTWOOD
5395,515018,AC,WH,68,39.2217308725083,-84.611179134905,N/A
5396,336614,AC,EH,154,39.1637964310014,-84.4790007612953,NORTH AVONDALE - PADDOCK HILLS
5397,325567,AC,EH,129,39.2564615706341,-84.4512246406783,N/A
5398,529378,AC,WH,43,39.2105083163259,-84.5998490143053,N/A
5399,348413,AC,CG,80,39.0730548326991,-84.3295690777791,N/A
5400,344909,AB,MW,197,39.1100647476452,-84.4021912654954,LINWOOD
5401,333744,AC,WH,61,39.1881571535314,-84.5884522107178,N/A
5402,323749,AC,EH,79,39.273368283838,-84.4831029543349,N/A
5403,333331,AC,WH,63,39.1912413178453,-84.5770710816319,MT. AIRY
5404,334757,AC,WH,76,39.1770187602484,-84.6592884938573,N/A
5405,342025,AC,EH,140,39.1278178139914,-84.4345242271621,HYDE PARK
5406,328807,AC,BR,82,39.2298951405975,-84.3560564239754,N/A
5407,327555,AC,BR,83,39.2413042343923,-84.3562450333767,N/A
5408,338983,AC,EH,140,39.1490024723662,-84.3348454168988,N/A
5409,332787,AC,WH,57,39.1955882938638,-84.5738452273346,MT. AIRY
5410,347203,AC,WH,70,39.0861886421296,-84.625599642715,N/A
5411,343649,AC,CE,71,39.1176650721069,-84.4193006691522,LINWOOD
5412,1414904,AC,WH,88,39.1222952105783,-84.5804633352974,WEST PRICE HILL
5413,466626,AC,EH,71,39.1179078789929,-84.5070791016993,MT. AUBURN
5414,376938,AC,MR,88,39.3476140776916,-84.2828757325447,N/A
5415,338521,AC,WH,96,39.1479738259189,-84.5812398663075,WESTWOOD
5416,329998,AC,WH,127,39.2147767037722,-84.6311705139625,N/A
5417,330466,AC,BR,78,39.2158102139233,-84.3755075798491,N/A
5418,395908,AC,MW,100,39.0880066651436,-84.3714851252987,N/A
5419,411729,AC,MS,80,39.3632330029739,-84.3404863470391,N/A
5420,348313,AC,MW,106,39.0737410290092,-84.4064222574066,N/A
5421,2101205,AB,CE,78,39.1235997508443,-84.4705735017484,EAST END
5422,367140,AC,WH,144,39.2068042876769,-84.671793745834,N/A
5423,1426978,AC,MN,110,39.3753029068092,-84.2678814038508,N/A
5424,323585,AC,EH,79,39.2746318004691,-84.5146231302863,N/A
5425,340446,AC,EH,105,39.138529658496,-84.4508925699381,HYDE PARK
5426,342643,AC,EH,73,39.122757562531,-84.4934399934762,WALNUT HILLS
5427,336919,AC,WH,89,39.1568550180729,-84.7006607872719,N/A
5428,331364,AC,BR,57,39.2096322400308,-84.387607967296,N/A
5429,322512,AC,BR,65,39.289264935938,-84.3106136376056,N/A
5430,344072,AB,CE,68,39.1132430011531,-84.5243397962267,WEST END
5431,330550,AC,BR,67,39.2151191067912,-84.3810492707767,N/A
5432,393556,AC,CE,73,39.1063684649507,-84.5273872673603,WEST END
5433,323985,AC,EH,85,39.2706691595152,-84.5077535329422,N/A
5434,336092,AC,BR,59,39.1697603759076,-84.3831303559921,N/A
5435,321278,AC,EH,128,39.298547423094,-84.4510945118269,N/A
5436,324236,AC,BR,59,39.2706945933353,-84.3650229762828,N/A
5437,335604,AC,EH,142,39.172865608574,-84.4620823215709,BOND HILL
5438,321714,AC,EH,160,39.2935074646611,-84.4384872400509,N/A
5439,338217,AC,EH,102,39.1516234756428,-84.4853162303047,AVONDALE
5440,342035,AC,EH,155,39.1278447196618,-84.4299331547678,MT. LOOKOUT
5441,331500,AC,BR,69,39.2082068411078,-84.4091895049627,N/A
5442,391466,AC,EH,156,39.2739673699629,-84.411561292942,N/A
5443,346554,AC,CE,84,39.095395388183,-84.5243436544601,QUEENSGATE
5444,505065,AC,WH,51,39.2382878613788,-84.6198715744138,N/A
5445,377520,AC,MR,76,39.3441484919483,-84.2898645929144,N/A
5446,333376,AC,WH,63,39.1909077287452,-84.579503429659,MT. AIRY
5447,331877,AC,WH,80,39.2022695675376,-84.5923599264133,N/A
5448,327347,AC,WH,85,39.2393820816804,-84.5821763179489,N/A
5449,355455,AC,EH,63,39.268893543565,-84.5227086266804,N/A
5450,321177,AC,WH,61,39.298935912668,-84.5153176032955,N/A
5451,341598,AC,EH,104,39.1308548736435,-84.4235392847845,MT. LOOKOUT
5452,330980,AB,EH,62,39.2115240299398,-84.4202724397719,N/A
5453,337714,AC,CE,77,39.1536152361913,-84.5513935410053,SOUTH CUMMINSVILLE
5454,344770,AC,WH,58,39.1075723948161,-84.6009577868912,WEST PRICE HILL
5455,330583,AC,WH,65,39.2112197480035,-84.5966037292841,N/A
5456,333882,AC,BR,74,39.190011632243,-84.4099088885192,N/A
5457,321469,AC,EH,151,39.2959737833507,-84.4445969939086,N/A
5458,332624,AC,WH,52,39.1970803179305,-84.5629893579407,COLLEGE HILL
5459,327759,AC,EH,154,39.2378932843183,-84.4538276967744,N/A
5460,330170,AC,WH,78,39.214829766224,-84.5556353095208,N/A
5461,555300,AC,MS,96,39.3447287588592,-84.332169696235,N/A
5462,399133,AC,MS,97,39.3433035832145,-84.2923548017965,N/A
5463,417639,AC,MN,54,39.3644205814938,-84.3164763636839,N/A
5464,561581,AC,BR,79,39.218371864281,-84.3996401829823,N/A
5465,333662,AC,WH,76,39.1881286306519,-84.6225882612809,N/A
5466,540954,AC,WH,46,39.2161149772599,-84.6026098370655,N/A
5467,325478,AC,EH,64,39.2582218767856,-84.3967306181015,N/A
5468,456876,AC,WH,81,39.2142792605786,-84.542408806913,N/A
5469,348604,AC,CG,74,39.0695241186872,-84.325539124208,N/A
5470,341807,AC,EH,38,39.1278086996339,-84.5180872548972,CUF
5471,324249,AC,BR,73,39.270974026883,-84.336291239503,N/A
5472,347962,AC,CE,82,39.0764688264443,-84.6091426400809,RIVERSIDE
5473,369112,AC,BR,74,39.2472062674143,-84.3753876141449,N/A
5474,2214390,AC,EH,75,39.136745896268,-84.4720670278652,EVANSTON
5475,320818,AC,WH,63,39.3043919493406,-84.5086091595941,N/A
5476,1330160,AC,EH,158,39.2767861231549,-84.4128165898457,N/A
5477,333007,AC,WH,68,39.1937525074871,-84.579620811345,MT. AIRY
5478,326259,AC,BR,66,39.2517672650844,-84.3842084203533,N/A
5479,376934,AC,MR,88,39.3430939073975,-84.284015362731,N/A
5480,327247,AC,WH,93,39.2402437801344,-84.5809492199207,N/A
5481,374694,AC,WH,55,39.1465537274057,-84.6131250810457,WESTWOOD
5482,2110421,AC,MN,112,39.3844624979177,-84.2635686923324,N/A
5483,327373,AC,WH,106,39.2394531150807,-84.5636693909056,N/A
5484,348522,AC,MW,69,39.0702645500525,-84.3732825865017,N/A
5485,344595,AC,WH,70,39.1080773330066,-84.6284896724615,N/A
5486,459194,AC,BJ,150,39.2384667604741,-84.7733611656609,N/A
5487,328161,AC,WH,55,39.2314552250915,-84.6087509588785,N/A
5488,332333,AC,WH,74,39.1985224726213,-84.6154696325278,N/A
5489,331761,AC,BR,74,39.2067615350681,-84.3793336142665,N/A
5490,347287,AC,MW,93,39.0898486352059,-84.3593110526958,N/A
5491,376802,AC,MS,82,39.3485023194492,-84.3416795550769,N/A
5492,336994,AC,CE,70,39.1590810246928,-84.5494600349286,NORTHSIDE
5493,321712,AC,WH,104,39.2914271472356,-84.5600961263211,N/A
5494,324977,AC,WH,58,39.2601085156518,-84.575586321186,N/A
5495,342853,AC,WH,89,39.1181440194002,-84.675681179212,N/A
5496,322135,AC,BR,64,39.2920586581222,-84.3110470960473,N/A
5497,332781,AC,EH,147,39.1979442067832,-84.4414752603461,N/A
5498,342121,AC,MW,199,39.1282483370354,-84.365109871679,N/A
5499,323132,AC,CR,82,39.2767497912882,-84.7127063438482,N/A
5500,321133,AC,WH,96,39.2992112853822,-84.5375909143739,N/A
5501,1391546,AC,EH,110,39.1540024552969,-84.4773649340262,NORTH AVONDALE - PADDOCK HILLS
5502,394753,AC,MS,71,39.3221195103303,-84.2981129134288,N/A
5503,345074,AC,MW,110,39.1097081261493,-84.35945774364,N/A
5504,325125,AC,EH,161,39.2613868848874,-84.417588288356,N/A
5505,346706,AC,WH,93,39.0919679662056,-84.6209382282247,N/A
5506,348372,AC,CA,68,39.0723460576903,-84.4240652711357,CALIFORNIA
5507,325241,AC,WH,80,39.2567180970844,-84.6181307789374,N/A
5508,325484,AC,EH,131,39.2571218219784,-84.4597202953669,N/A
5509,320668,AC,WH,70,39.3069830729747,-84.576374531524,N/A
5510,1349419,AC,BJ,79,39.2235956285573,-84.7337444510891,N/A
5511,461135,AC,MW,87,39.097923586018,-84.387099842859,MT. WASHINGTON
5512,461136,AC,MW,73,39.0945985376368,-84.3870105120386,MT. WASHINGTON
5513,329126,AC,WH,56,39.2230531879266,-84.6041684215413,N/A
5514,537081,AC,WH,62,39.123463828189,-84.6287663467301,N/A
5515,325212,AC,EH,64,39.2608131276058,-84.3954573853862,N/A
5516,2190347,AC,WH,80,39.2336441181083,-84.5481790346537,N/A
5517,322666,AC,WH,89,39.2847875064708,-84.5065001602854,N/A
4487,543981,AC,EH,106,39.2123676053479,-84.4365302310862,N/A
4488,347674,AC,CE,86,39.0808823337335,-84.5856689296512,RIVERSIDE
4489,348258,AC,CG,90,39.0760096509116,-84.3371085533226,N/A
4490,320663,AC,WH,155,39.3074176007179,-84.5558650209976,N/A
4491,572215,AC,CE,70,39.1631848978521,-84.5388119795742,NORTHSIDE
4492,343467,AC,WH,65,39.1152934838864,-84.6175648081574,N/A
4493,348198,AC,MW,103,39.0761813354533,-84.3889896620843,N/A
4494,330978,AC,WH,81,39.2089448823885,-84.5704646766489,N/A
4495,338160,AC,WH,83,39.1506318728984,-84.5617641267492,EAST WESTWOOD
4496,353639,AC,WH,44,39.1597708672164,-84.6050108100878,N/A
4497,337092,AB,EH,88,39.1594081347545,-84.4834537479105,NORTH AVONDALE - PADDOCK HILLS
4498,333918,AC,BR,56,39.1899538370727,-84.3899637907174,N/A
4499,347290,AC,WH,73,39.0852632202207,-84.6249042490117,N/A
4500,321024,AC,WH,59,39.3011953908646,-84.5094269253013,N/A
4501,324689,AC,EH,84,39.2639496368214,-84.5132385428564,N/A
4502,342430,AC,EH,59,39.1240423586276,-84.4920907984967,WALNUT HILLS
4503,1369038,AC,EH,149,39.1466708007049,-84.5131487162231,CLIFTON
4504,320831,AC,WH,65,39.3040585973386,-84.5078458090431,N/A
4505,338639,AB,WH,65,39.1466696114773,-84.6089143101779,WESTWOOD
4506,332901,AC,WH,68,39.195226915763,-84.5450938096772,COLLEGE HILL
4507,505477,AC,EH,167,39.253013998278,-84.4286659917011,N/A
4508,339063,AC,EH,166,39.1472408715328,-84.4093440436292,OAKLEY
4509,467256,AC,WH,56,39.1153339439831,-84.6052350730824,WEST PRICE HILL
4510,324940,AC,WH,160,39.2590029017265,-84.655751783376,N/A
4511,333064,AC,EH,78,39.1946167505689,-84.5058261968232,WINTON HILLS
4512,329422,AC,WH,100,39.2215394090048,-84.5420469054628,N/A
4513,368071,AC,WH,76,39.1565069617791,-84.6281513341811,N/A
4514,377445,AC,MS,92,39.3603919012842,-84.3306958206702,N/A
4515,346108,AC,CG,70,39.1026221734859,-84.3399178366123,N/A
4516,338878,AC,EH,139,39.1497692171012,-84.3344331397516,N/A
4517,2164417,AC,WH,175,39.1296848569874,-84.6796092665687,N/A
4518,466483,AC,EH,167,39.2047488282149,-84.4534239574914,N/A
4519,532771,AC,BJ,64,39.2232413066647,-84.7309051588958,N/A
4520,324073,AC,WH,66,39.2686641766268,-84.5739745905057,N/A
4521,329937,AC,CR,80,39.2144599584316,-84.6738356580826,N/A
4522,325389,AC,BR,64,39.2592398278156,-84.3835930168938,N/A
4523,339082,AC,EH,116,39.145139011924,-84.525959934403,CLIFTON
4524,326804,AC,BR,78,39.2472629735543,-84.3678899476341,N/A
4525,325502,AC,BR,72,39.2587618212344,-84.3524289485314,N/A
4526,322623,AC,BR,108,39.2872374141893,-84.3821686713914,N/A
4527,483240,AC,CG,62,39.0719924240536,-84.3133306569982,N/A
4528,539257,AC,WH,72,39.2778287784425,-84.5634712652201,N/A
4529,348457,AC,MW,66,39.0716383627706,-84.3735093530768,N/A
4530,332146,AC,EH,163,39.2027693033714,-84.4524233581159,ROSELAWN
4531,336143,AC,WH,42,39.1654591371415,-84.6115532685789,N/A
4532,329202,AC,WH,90,39.223986823379,-84.5200195173058,N/A
4533,453141,AC,WH,100,39.2954526084348,-84.547704118376,N/A
4534,336690,AC,EH,165,39.1639782352719,-84.423023864817,OAKLEY
4535,320744,AC,WH,104,39.3049702320671,-84.5813938901154,N/A
4536,322795,AC,BR,57,39.2865378926884,-84.3374482946425,N/A
4537,1379551,AC,WH,135,39.116267995738,-84.5675801315186,EAST PRICE HILL
4538,324261,AC,BR,87,39.2711532993727,-84.3207061021298,N/A
4539,2098251,AC,EH,120,39.2026405656658,-84.4359267996511,N/A
4540,2090521,AC,BR,169,39.2301078693381,-84.3179112472703,N/A
4541,508937,AC,CG,72,39.0850946860207,-84.3281941916098,N/A
4542,541669,AC,WH,70,39.1373500839247,-84.6738480231939,N/A
4543,335222,AC,EH,72,39.1769069870754,-84.4145497435955,KENNEDY HEIGHTS
